0,patient1,patient2,patient3,patient4,patient5,patient6,patient7,patient8,patient9,patient10
SLC46A2,4.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0
SLC46A3,201.0,150.0,287.0,192.0,259.0,272.0,252.0,139.0,328.0,218.0
SLC47A1,133.0,92.0,24.0,55.0,22.0,76.0,117.0,70.0,99.0,155.0
SLC47A2,5.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,20.0,29.0
SLC48A1,513.0,1092.0,1038.0,613.0,577.0,1097.0,549.0,464.0,1013.0,759.0
SLC4A1,36.0,41.0,18.0,37.0,11.0,32.0,25.0,53.0,16.0,12.0
SLC4A10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC4A11,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,5.0,5.0
SLC4A1AP,593.0,966.0,976.0,450.0,661.0,631.0,701.0,437.0,751.0,651.0
SLC4A2,193.0,474.0,226.0,108.0,188.0,319.0,175.0,85.0,238.0,263.0
SLC4A3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
SLC4A4,0.0,0.0,11.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
SLC4A5,70.0,116.0,84.0,137.0,94.0,112.0,95.0,127.0,51.0,78.0
SLC4A7,444.0,1020.0,507.0,913.0,337.0,453.0,297.0,326.0,82.0,267.0
SLC4A8,24.0,52.0,39.0,70.0,36.0,32.0,31.0,55.0,17.0,28.0
SLC4A9,0.0,9.0,1.0,0.0,1.0,4.0,3.0,5.0,0.0,0.0
SLC50A1,637.0,710.0,789.0,381.0,684.0,402.0,439.0,399.0,731.0,440.0
SLC51A,0.0,0.0,4.0,4.0,4.0,1.0,0.0,3.0,0.0,1.0
SLC51B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC52A1,12.0,0.0,7.0,8.0,7.0,10.0,27.0,10.0,44.0,18.0
SLC52A2,271.0,386.0,450.0,289.0,450.0,374.0,261.0,92.0,388.0,296.0
SLC52A3,2.0,12.0,201.0,100.0,71.0,17.0,8.0,18.0,19.0,30.0
SLC5A1,41.0,8.0,2.0,6.0,0.0,9.0,4.0,3.0,8.0,11.0
SLC5A10,33.0,11.0,3.0,1.0,4.0,12.0,10.0,8.0,3.0,13.0
SLC5A11,4.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,1.0,3.0
SLC5A12,24.0,1.0,13.0,12.0,3.0,7.0,1.0,10.0,3.0,8.0
SLC5A2,3.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,7.0,0.0
SLC5A3,204.0,187.0,176.0,254.0,170.0,148.0,337.0,303.0,52.0,137.0
SLC5A4,7.0,0.0,40.0,21.0,21.0,18.0,11.0,2.0,18.0,15.0
SLC5A5,27.0,44.0,26.0,37.0,19.0,23.0,25.0,69.0,10.0,16.0
SLC5A6,147.0,325.0,175.0,74.0,125.0,196.0,141.0,91.0,240.0,229.0
SLC5A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC5A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC5A9,3.0,111.0,32.0,25.0,17.0,14.0,8.0,14.0,5.0,6.0
SLC6A1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
SLC6A1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A10P,0.0,1.0,0.0,1.0,4.0,0.0,0.0,21.0,0.0,0.0
SLC6A11,7.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,9.0,5.0
SLC6A12,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
SLC6A13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SLC6A14,6.0,10.0,2.0,10.0,2.0,2.0,12.0,8.0,6.0,8.0
SLC6A15,3.0,0.0,1.0,0.0,1.0,26.0,34.0,0.0,10.0,45.0
SLC6A16,97.0,199.0,76.0,117.0,106.0,145.0,108.0,54.0,44.0,64.0
SLC6A17,0.0,1.0,2.0,0.0,0.0,5.0,30.0,1.0,16.0,56.0
SLC6A18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A2,2.0,1.0,6.0,4.0,1.0,6.0,19.0,4.0,40.0,19.0
SLC6A20,23.0,56.0,24.0,42.0,24.0,26.0,41.0,47.0,15.0,30.0
SLC6A3,0.0,27.0,3.0,0.0,6.0,4.0,2.0,6.0,3.0,4.0
SLC6A4,19.0,116.0,26.0,30.0,28.0,19.0,27.0,27.0,9.0,24.0
SLC6A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A6,280.0,678.0,240.0,77.0,832.0,310.0,318.0,155.0,210.0,466.0
SLC6A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A8,34.0,41.0,36.0,23.0,31.0,39.0,20.0,287.0,28.0,47.0
SLC6A9,52.0,22.0,9.0,0.0,10.0,46.0,71.0,28.0,55.0,126.0
SLC7A1,241.0,382.0,271.0,387.0,156.0,325.0,247.0,285.0,113.0,420.0
SLC7A10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SLC7A11,54.0,35.0,17.0,40.0,17.0,36.0,31.0,44.0,12.0,43.0
SLC7A11-AS1,23.0,41.0,20.0,53.0,21.0,19.0,42.0,41.0,6.0,15.0
SLC7A13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC7A14,34.0,87.0,36.0,91.0,39.0,68.0,53.0,96.0,16.0,36.0
SLC7A2,23.0,7.0,5.0,23.0,7.0,14.0,10.0,24.0,8.0,75.0
SLC7A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
SLC7A4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
SLC7A5,89.0,8.0,10.0,4.0,12.0,61.0,65.0,16.0,35.0,103.0
SLC7A5P1,59.0,42.0,6.0,15.0,13.0,20.0,4.0,11.0,10.0,10.0
SLC7A5P2,400.0,602.0,181.0,291.0,245.0,346.0,248.0,418.0,69.0,126.0
SLC7A6,482.0,462.0,304.0,353.0,352.0,335.0,251.0,253.0,194.0,279.0
SLC7A6OS,197.0,416.0,372.0,213.0,257.0,273.0,204.0,188.0,292.0,239.0
SLC7A7,186.0,163.0,89.0,63.0,208.0,177.0,180.0,77.0,408.0,307.0
SLC7A8,5.0,0.0,3.0,2.0,3.0,5.0,22.0,23.0,13.0,29.0
SLC7A9,0.0,0.0,3.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0
SLC8A1,268.0,371.0,380.0,545.0,238.0,138.0,245.0,542.0,57.0,125.0
SLC8A1-AS1,2.0,11.0,9.0,34.0,3.0,5.0,8.0,8.0,2.0,5.0
SLC8A2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SLC8A3,134.0,150.0,11.0,46.0,21.0,77.0,72.0,6.0,28.0,21.0
SLC8B1,530.0,989.0,538.0,401.0,616.0,664.0,357.0,205.0,368.0,467.0
SLC9A1,164.0,310.0,89.0,70.0,127.0,117.0,109.0,172.0,84.0,86.0
SLC9A2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SLC9A3,4.0,2.0,0.0,0.0,2.0,6.0,0.0,10.0,0.0,2.0
SLC9A3R1,439.0,458.0,371.0,236.0,403.0,422.0,352.0,296.0,365.0,377.0
SLC9A3R2,525.0,2041.0,2861.0,110.0,943.0,1168.0,213.0,863.0,242.0,125.0
SLC9A4,31.0,31.0,7.0,18.0,16.0,20.0,19.0,34.0,3.0,18.0
SLC9A5,22.0,0.0,0.0,0.0,6.0,4.0,6.0,2.0,2.0,1.0
SLC9A6,226.0,196.0,170.0,132.0,253.0,200.0,232.0,124.0,210.0,332.0
SLC9A7,132.0,193.0,79.0,192.0,93.0,154.0,145.0,170.0,63.0,114.0
SLC9A7P1,7.0,13.0,8.0,11.0,9.0,4.0,8.0,7.0,4.0,10.0
SLC9A8,152.0,326.0,218.0,206.0,150.0,255.0,187.0,189.0,141.0,158.0
SLC9A9,37.0,73.0,48.0,34.0,28.0,64.0,32.0,36.0,56.0,76.0
SLC9A9-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC9B1,0.0,1.0,10.0,8.0,7.0,8.0,10.0,14.0,15.0,5.0
SLC9B2,558.0,1174.0,544.0,411.0,367.0,457.0,482.0,238.0,468.0,565.0
SLC9C1,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
SLC9C2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
SLCO1A2,0.0,14.0,2.0,5.0,3.0,3.0,8.0,6.0,0.0,4.0
SLCO1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLCO1B3,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SLCO1B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLCO1C1,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
SLCO2A1,1478.0,5790.0,2425.0,1414.0,2540.0,3647.0,1342.0,736.0,2034.0,2318.0
SLCO2B1,1568.0,774.0,333.0,263.0,348.0,1175.0,1169.0,188.0,1011.0,1249.0
SLCO3A1,815.0,1256.0,513.0,424.0,672.0,907.0,514.0,771.0,626.0,605.0
SLCO4A1,5060.0,8170.0,2276.0,4302.0,1863.0,5505.0,2239.0,1973.0,1403.0,1538.0
SLCO4A1-AS1,14.0,45.0,20.0,53.0,9.0,29.0,28.0,27.0,7.0,26.0
SLCO4C1,10.0,11.0,0.0,14.0,4.0,2.0,9.0,14.0,1.0,6.0
SLCO5A1,86.0,66.0,19.0,19.0,25.0,17.0,20.0,54.0,10.0,6.0
SLCO6A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
SLED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
SLF1,131.0,197.0,226.0,148.0,112.0,137.0,180.0,131.0,197.0,167.0
SLF2,333.0,894.0,708.0,462.0,683.0,520.0,442.0,674.0,689.0,759.0
SLFN11,1897.0,1982.0,2329.0,1105.0,1896.0,2406.0,1618.0,837.0,986.0,1946.0
SLFN12,105.0,168.0,201.0,126.0,142.0,114.0,113.0,121.0,236.0,172.0
SLFN12L,2.0,2.0,9.0,8.0,13.0,23.0,11.0,12.0,11.0,15.0
SLFN13,200.0,303.0,174.0,159.0,222.0,301.0,285.0,67.0,206.0,335.0
SLFN14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SLFN5,1006.0,3789.0,2323.0,1050.0,1772.0,1917.0,2200.0,973.0,1612.0,2986.0
SLFNL1,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
SLFNL1-AS1,35.0,89.0,39.0,77.0,28.0,48.0,56.0,75.0,21.0,45.0
SLIRP,734.0,764.0,1206.0,395.0,448.0,495.0,469.0,399.0,1100.0,572.0
SLIT1,7.0,0.0,0.0,2.0,1.0,2.0,8.0,1.0,6.0,6.0
SLIT1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLIT2,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
SLIT2-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLIT3,127.0,182.0,440.0,182.0,430.0,138.0,269.0,567.0,52.0,109.0
SLITRK1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLITRK2,4.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,4.0,8.0
SLITRK3,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0
SLITRK4,56.0,13.0,20.0,11.0,2.0,14.0,6.0,27.0,13.0,14.0
SLITRK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLITRK6,15.0,0.0,0.0,1.0,0.0,20.0,22.0,10.0,50.0,87.0
SLK,3459.0,6720.0,4252.0,3056.0,3068.0,4527.0,4440.0,2953.0,2238.0,3583.0
SLMAP,441.0,566.0,493.0,369.0,519.0,574.0,626.0,443.0,430.0,720.0
SLMO1,2.0,2.0,9.0,8.0,6.0,2.0,5.0,6.0,13.0,5.0
SLMO2,839.0,320.0,569.0,464.0,455.0,504.0,674.0,315.0,584.0,703.0
SLMO2-ATP5E,62.0,17.0,38.0,0.0,59.0,0.0,0.0,10.0,41.0,14.0
SLN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
SLPI,84.0,90.0,74.0,42.0,63.0,103.0,83.0,68.0,191.0,200.0
SLTM,1364.0,1936.0,1829.0,1053.0,1180.0,1441.0,1350.0,1088.0,1333.0,1394.0
SLU7,1496.0,1845.0,2277.0,1110.0,1463.0,1395.0,1502.0,1261.0,1850.0,1698.0
SLURP1,45.0,0.0,4.0,0.0,0.0,4.0,4.0,19.0,29.0,18.0
SLX1A,179.0,293.0,281.0,195.0,148.0,119.0,151.0,111.0,280.0,104.0
SLX1A-SULT1A3,173.0,511.0,157.0,263.0,249.0,236.0,330.0,125.0,299.0,123.0
SLX1B,179.0,293.0,281.0,195.0,148.0,119.0,151.0,111.0,280.0,104.0
SLX1B-SULT1A4,173.0,511.0,157.0,263.0,249.0,236.0,330.0,125.0,299.0,123.0
SLX4,23.0,208.0,48.0,80.0,51.0,76.0,73.0,63.0,35.0,57.0
SLX4IP,28.0,49.0,89.0,52.0,42.0,39.0,39.0,53.0,63.0,41.0
SMA4,125.0,206.0,192.0,285.0,147.0,299.0,320.0,224.0,80.0,121.0
SMA5,67.0,198.0,74.0,150.0,91.0,91.0,99.0,123.0,44.0,53.0
SMAD1,2863.0,3925.0,5181.0,1914.0,4392.0,3186.0,3675.0,3705.0,6043.0,4000.0
SMAD1-AS1,16.0,257.0,136.0,121.0,143.0,156.0,102.0,47.0,169.0,174.0
SMAD1-AS2,3.0,33.0,9.0,12.0,4.0,14.0,19.0,18.0,4.0,16.0
SMAD2,1301.0,1961.0,1663.0,1039.0,1656.0,1608.0,1615.0,799.0,1957.0,2088.0
SMAD3,792.0,864.0,356.0,348.0,344.0,492.0,386.0,393.0,164.0,322.0
SMAD4,993.0,1879.0,978.0,647.0,946.0,1235.0,1168.0,645.0,1113.0,1469.0
SMAD5,1008.0,1590.0,1814.0,1344.0,1269.0,1600.0,1456.0,923.0,1272.0,2107.0
SMAD5-AS1,10.0,0.0,10.0,11.0,10.0,19.0,10.0,18.0,27.0,16.0
SMAD6,62.0,93.0,78.0,38.0,158.0,47.0,25.0,25.0,61.0,52.0
SMAD7,280.0,545.0,511.0,263.0,545.0,301.0,445.0,417.0,370.0,408.0
SMAD9,327.0,615.0,590.0,540.0,755.0,609.0,477.0,524.0,566.0,694.0
SMAGP,628.0,866.0,1122.0,449.0,408.0,538.0,564.0,484.0,768.0,481.0
SMAP1,288.0,537.0,552.0,289.0,477.0,340.0,357.0,260.0,462.0,337.0
SMAP2,334.0,860.0,227.0,254.0,317.0,169.0,155.0,315.0,492.0,359.0
SMARCA1,758.0,1128.0,644.0,545.0,587.0,665.0,809.0,536.0,392.0,696.0
SMARCA2,1444.0,2507.0,2025.0,1445.0,1580.0,1947.0,1852.0,1530.0,1266.0,1679.0
SMARCA4,958.0,1503.0,845.0,563.0,806.0,950.0,655.0,630.0,469.0,674.0
SMARCA5,1907.0,2853.0,2062.0,1739.0,1891.0,2304.0,2184.0,1417.0,1555.0,2645.0
SMARCA5-AS1,7.0,33.0,13.0,9.0,19.0,17.0,10.0,87.0,7.0,9.0
SMARCAD1,368.0,500.0,513.0,345.0,460.0,450.0,571.0,325.0,665.0,875.0
SMARCAL1,227.0,368.0,395.0,234.0,358.0,299.0,261.0,105.0,336.0,335.0
SMARCB1,267.0,378.0,338.0,126.0,279.0,263.0,256.0,133.0,359.0,331.0
SMARCC1,862.0,1442.0,959.0,755.0,828.0,910.0,938.0,660.0,885.0,1082.0
SMARCC2,1503.0,2985.0,2562.0,1274.0,1738.0,2212.0,1767.0,1762.0,1914.0,2400.0
SMARCD1,218.0,220.0,171.0,102.0,183.0,188.0,136.0,161.0,137.0,184.0
SMARCD2,707.0,1124.0,993.0,552.0,1242.0,947.0,808.0,476.0,1330.0,1097.0
SMARCD3,48.0,12.0,5.0,3.0,2.0,11.0,33.0,8.0,41.0,27.0
SMARCE1,2533.0,4189.0,5020.0,2139.0,3720.0,2661.0,3131.0,1477.0,3375.0,3564.0
SMC1A,830.0,1489.0,1383.0,787.0,822.0,1278.0,1108.0,497.0,684.0,1139.0
SMC1B,6.0,3.0,2.0,2.0,9.0,20.0,11.0,1.0,15.0,17.0
SMC2,451.0,514.0,637.0,307.0,403.0,410.0,391.0,319.0,384.0,433.0
SMC2-AS1,42.0,110.0,42.0,94.0,45.0,89.0,86.0,112.0,21.0,32.0
SMC3,1444.0,1818.0,2090.0,1124.0,1127.0,1274.0,1470.0,1499.0,1356.0,1565.0
SMC4,606.0,610.0,895.0,644.0,580.0,432.0,610.0,744.0,401.0,604.0
SMC5,1408.0,1753.0,1216.0,1444.0,997.0,1415.0,1354.0,1153.0,789.0,1115.0
SMC5-AS1,6.0,8.0,2.0,3.0,3.0,9.0,5.0,5.0,3.0,3.0
SMC6,370.0,488.0,745.0,402.0,521.0,409.0,432.0,246.0,342.0,600.0
SMCHD1,919.0,2528.0,1260.0,1900.0,869.0,1551.0,1276.0,1642.0,754.0,1333.0
SMCO1,4.0,0.0,5.0,6.0,1.0,0.0,1.0,3.0,1.0,0.0
SMCO2,40.0,28.0,8.0,9.0,6.0,17.0,2.0,9.0,9.0,8.0
SMCO3,7.0,7.0,2.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0
SMCO4,191.0,244.0,407.0,110.0,140.0,222.0,135.0,308.0,396.0,216.0
SMCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMCR2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0
SMCR5,6.0,12.0,7.0,22.0,10.0,18.0,11.0,36.0,3.0,4.0
SMCR8,108.0,249.0,69.0,78.0,82.0,122.0,94.0,123.0,81.0,124.0
SMDT1,404.0,589.0,1049.0,372.0,646.0,457.0,528.0,561.0,924.0,397.0
SMG1,1113.0,1664.0,1018.0,1650.0,938.0,1851.0,1643.0,1063.0,525.0,1410.0
SMG1P1,653.0,2439.0,615.0,1599.0,1197.0,1196.0,1439.0,1243.0,329.0,609.0
SMG1P2,987.0,997.0,682.0,698.0,712.0,821.0,979.0,406.0,736.0,956.0
SMG1P3,955.0,1722.0,561.0,948.0,745.0,1402.0,791.0,872.0,406.0,556.0
SMG1P5,498.0,875.0,185.0,451.0,377.0,476.0,297.0,372.0,271.0,392.0
SMG1P7,44.0,91.0,53.0,165.0,54.0,87.0,77.0,137.0,22.0,31.0
SMG5,456.0,795.0,297.0,194.0,313.0,374.0,304.0,318.0,333.0,449.0
SMG6,198.0,584.0,325.0,288.0,357.0,309.0,212.0,209.0,179.0,236.0
SMG7,766.0,1742.0,967.0,801.0,965.0,1208.0,996.0,610.0,593.0,830.0
SMG7-AS1,29.0,78.0,43.0,55.0,40.0,53.0,45.0,59.0,69.0,29.0
SMG8,130.0,267.0,205.0,119.0,125.0,185.0,137.0,73.0,209.0,237.0
SMG9,176.0,216.0,118.0,83.0,125.0,108.0,73.0,191.0,90.0,106.0
SMIM1,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0
SMIM10,318.0,446.0,343.0,173.0,232.0,279.0,305.0,358.0,576.0,366.0
SMIM10L1,410.0,300.0,449.0,260.0,183.0,208.0,322.0,343.0,408.0,250.0
SMIM10L2A,10.0,18.0,14.0,10.0,11.0,15.0,16.0,2.0,21.0,28.0
SMIM10L2B,1.0,24.0,4.0,8.0,4.0,12.0,6.0,5.0,9.0,10.0
SMIM11,139.0,211.0,199.0,92.0,106.0,111.0,94.0,131.0,255.0,114.0
SMIM12,619.0,880.0,1028.0,626.0,763.0,705.0,621.0,393.0,892.0,645.0
SMIM13,235.0,131.0,142.0,81.0,127.0,142.0,168.0,104.0,192.0,207.0
SMIM14,750.0,907.0,1375.0,564.0,1036.0,743.0,928.0,505.0,881.0,1154.0
SMIM15,350.0,295.0,569.0,220.0,381.0,330.0,450.0,339.0,564.0,593.0
SMIM17,22.0,46.0,28.0,47.0,27.0,20.0,28.0,35.0,12.0,35.0
SMIM18,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0
SMIM19,671.0,705.0,1088.0,393.0,611.0,498.0,652.0,399.0,1750.0,780.0
SMIM2,4.0,0.0,1.0,12.0,0.0,3.0,1.0,0.0,0.0,5.0
SMIM2-AS1,51.0,80.0,27.0,117.0,22.0,38.0,54.0,20.0,38.0,24.0
SMIM2-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM20,118.0,160.0,213.0,71.0,141.0,127.0,108.0,116.0,353.0,158.0
SMIM21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM22,2.0,0.0,1.0,3.0,3.0,4.0,0.0,2.0,0.0,0.0
SMIM23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SMIM3,18.0,22.0,29.0,11.0,12.0,21.0,25.0,25.0,51.0,30.0
SMIM4,64.0,38.0,103.0,41.0,47.0,49.0,49.0,62.0,102.0,60.0
SMIM5,30.0,25.0,16.0,31.0,11.0,33.0,22.0,23.0,14.0,17.0
SMIM6,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
SMIM7,470.0,624.0,1044.0,454.0,847.0,571.0,556.0,670.0,1180.0,704.0
SMIM8,213.0,126.0,306.0,96.0,193.0,161.0,151.0,119.0,239.0,246.0
SMIM9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMLR1,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
SMN1,1223.0,2263.0,1756.0,1020.0,556.0,1554.0,2284.0,1259.0,1498.0,1555.0
SMN2,778.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0
SMNDC1,693.0,824.0,607.0,448.0,559.0,607.0,683.0,743.0,627.0,803.0
SMO,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,7.0,10.0
SMOC1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,3.0
SMOC2,12.0,0.0,4.0,0.0,1.0,5.0,30.0,7.0,48.0,59.0
SMOX,231.0,114.0,136.0,64.0,150.0,213.0,97.0,44.0,308.0,233.0
SMPD1,93.0,142.0,104.0,77.0,97.0,100.0,57.0,153.0,64.0,68.0
SMPD2,228.0,136.0,107.0,87.0,63.0,99.0,73.0,78.0,120.0,128.0
SMPD3,17.0,59.0,14.0,25.0,16.0,26.0,14.0,51.0,21.0,25.0
SMPD4,371.0,789.0,291.0,130.0,362.0,394.0,299.0,355.0,344.0,361.0
SMPDL3A,352.0,87.0,252.0,95.0,121.0,202.0,292.0,281.0,579.0,544.0
SMPDL3B,37.0,15.0,170.0,39.0,69.0,46.0,23.0,18.0,55.0,20.0
SMPX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMS,141.0,193.0,303.0,91.0,252.0,182.0,199.0,94.0,287.0,305.0
SMTN,925.0,964.0,417.0,298.0,612.0,750.0,440.0,296.0,378.0,408.0
SMTNL1,5.0,20.0,4.0,5.0,9.0,4.0,5.0,8.0,3.0,6.0
SMTNL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SMU1,1393.0,1381.0,887.0,768.0,644.0,706.0,863.0,593.0,808.0,908.0
SMUG1,128.0,182.0,251.0,80.0,150.0,146.0,94.0,104.0,220.0,153.0
SMURF1,376.0,608.0,296.0,270.0,276.0,434.0,349.0,313.0,172.0,431.0
SMURF2,312.0,807.0,328.0,244.0,317.0,349.0,567.0,395.0,317.0,413.0
SMYD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMYD2,341.0,329.0,201.0,125.0,192.0,231.0,220.0,118.0,424.0,309.0
SMYD3,331.0,357.0,448.0,201.0,354.0,275.0,348.0,235.0,481.0,351.0
SMYD4,163.0,360.0,200.0,186.0,212.0,208.0,130.0,235.0,202.0,206.0
SMYD5,221.0,230.0,306.0,184.0,261.0,205.0,237.0,97.0,311.0,285.0
SNAI1,1769.0,2179.0,1108.0,598.0,1241.0,1267.0,1208.0,1060.0,1263.0,1452.0
SNAI2,692.0,507.0,175.0,85.0,242.0,182.0,353.0,232.0,547.0,650.0
SNAI3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
SNAI3-AS1,11.0,26.0,13.0,1.0,7.0,10.0,5.0,16.0,18.0,6.0
SNAP23,3126.0,4127.0,3561.0,2271.0,2922.0,2833.0,3325.0,1669.0,4250.0,4046.0
SNAP25,159.0,99.0,190.0,234.0,258.0,55.0,166.0,218.0,221.0,107.0
SNAP25-AS1,6.0,9.0,19.0,45.0,13.0,5.0,7.0,53.0,4.0,6.0
SNAP29,512.0,1082.0,700.0,431.0,636.0,445.0,519.0,285.0,677.0,953.0
SNAP47,165.0,193.0,363.0,106.0,298.0,158.0,156.0,73.0,327.0,178.0
SNAP91,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
SNAPC1,788.0,747.0,836.0,506.0,447.0,602.0,989.0,460.0,784.0,707.0
SNAPC2,369.0,387.0,699.0,279.0,567.0,329.0,286.0,324.0,583.0,313.0
SNAPC3,337.0,389.0,508.0,247.0,447.0,329.0,324.0,275.0,460.0,372.0
SNAPC4,48.0,161.0,65.0,45.0,90.0,69.0,70.0,72.0,62.0,67.0
SNAPC5,84.0,185.0,166.0,58.0,97.0,93.0,103.0,71.0,174.0,110.0
SNAPIN,377.0,536.0,923.0,318.0,539.0,472.0,374.0,355.0,986.0,538.0
SNAR-A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
